Assembly Part,Description,SC,Rev,L0,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,Description,SC,Rev,S/UOM,P/UOM,Item#,Qty,Option Flag,Product#,Product Price,Effective Date/Rev,Inactive Date/Rev,Reference
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50009-00325 , , , , , , , , , , , , , , , , , , ,"39.2K,0.063W,1%,0402",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50010-00025 , , , , , , , , , , , , , , , , , , ,"Ferrite Bead,600 ohm,0.5A,0603",PR, -,EA,EA,0,5,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50010-00032 , , , , , , , , , , , , , , , , , , ,"Ferrite Bead,330 ohm,2.5A,0805",PR, -,EA,EA,0,3,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50013-00254 , , , , , , , , , , , , , , , , , , ,"CAT5E JACK,RJ45,RA,TH,50AU",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50013-00302 , , , , , , , , , , , , , , , , , , ,"Jack,RJ45,2x2,RA,TH,50Au,Grn/Y",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50013-00312 , , , , , , , , , , , , , , , , , , ,"PCB HDR,0.1"",1x2P,VRT,TH,30Au",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50013-00339 , , , , , , , , , , , , , , , , , , ,"Shrd HDR,2mm,2x12,VRT,TH,30Au",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50013-00382 , , , , , , , , , , , , , , , , , , ,"USB CONN,MINI-B,SMT,RA,5P",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50013-00383 , , , , , , , , , , , , , , , , , , ,"SHRD HDR,2MM,2X25,VRT,TH,30AU",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50013-00384 , , , , , , , , , , , , , , , , , , ,"USD CONN,PUSH/PUSH,RA,SMT,8P",P, -,EA,EA,0,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50017-00050 , , , , , , , , , , , , , , , , , , ,"LVDS,2.5V,250MHz,50,5x7P6",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50018-00010 , , , , , , , , , , , , , , , , , , ,"PB switch,SPST-NO,0.4VA,RA,PCB",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50018-00026 , , , , , , , , , , , , , , , , , , ,"PTC Fuse,6.0A,30V,Rad10",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50033-00061 , , , , , , , , , , , , , , , , , , ,"3-14.4VDC to .6-5.5VDC,12A,Dig",P, -,EA,EA,0,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50033-00063 , , , , , , , , , , , , , , , , , , ,"3-14.4VDC to .45-5.5VDC,3A,Dig",P, -,EA,EA,0,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50033-00065 , , , , , , , , , , , , , , , , , , ,"3-14.4VDC to .45-5.5VDC,6A,Dig",P, -,EA,EA,0,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,30001-00110-02 , , , , , , , , , , , , , , , , , , , ,"PCA, EPO",SI, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,40003-00110-02 , , , , , , , , , , , , , , , , , , ,"PCB, EPO",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50003-00089 , , , , , , , , , , , , , , , , , , ,"I2C EEPROM,2K,1.8-5.5V,SOIC8",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50003-00097 , , , , , , , , , , , , , , , , , , ,"I2C EEPROM,512K,1.8-5.5V,SOIC8",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50004-00219 , , , , , , , , , , , , , , , , , , ,"Actel,A3P250,FGG144,Std",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50005-00198 , , , , , , , , , , , , , , , , , , ,"10bit Temp sensor,MSOP8",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50005-00206 , , , , , , , , , , , , , , , , , , ,"2.2-20 to 1.2-20VDC,1.5A,SOIC8",P, -,EA,EA,0,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50005-00213 , , , , , , , , , , , , , , , , , , ,"I2C 8-Chan Trans Sw,TSSOP24",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50006-00032 , , , , , , , , , , , , , , , , , , ,"LED,VRT,GRN,6.4mcd,0603,150deg",PR, -,EA,EA,0,10,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50007-00024 , , , , , , , , , , , , , , , , , , ,"TVS,12.0V,13.3V,75.3A,SMC403",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50007-00025 , , , , , , , , , , , , , , , , , , ,"TVS,3.3V,5.0V,11.2A,SOD523",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50008-00043 , , , , , , , , , , , , , , , , , , ,"0.33uF,16V,X7R,0805,10%",P, -,EA,EA,0,21,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50008-00048 , , , , , , , , , , , , , , , , , , ,"2200pF,16V,X7R,0201,10%",P, -,EA,EA,0,17,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50008-00049 , , , , , , , , , , , , , , , , , , ,"15000pF,10V,X7R,0402,10%",P, -,EA,EA,0,23,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50008-00073 , , , , , , , , , , , , , , , , , , ,"10uF,6.3V,X5R,0805,20%",P, -,EA,EA,0,14,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50008-00091 , , , , , , , , , , , , , , , , , , ,"0.1uF,25V,X5R,0603,10%",P, -,EA,EA,0,8,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50008-00095 , , , , , , , , , , , , , , , , , , ,"0.1uF,6.3V,X5R,0201,10%",P, -,EA,EA,0,27,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50008-00124 , , , , , , , , , , , , , , , , , , ,"22UF,25V,X5R,0805,20%",P, -,EA,EA,0,28,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50008-00126 , , , , , , , , , , , , , , , , , , ,"100UF,6.3V,X5R,0805,20%",P, -,EA,EA,0,10,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50009-00138 , , , , , , , , , , , , , , , , , , ,"0,0.063W,5%,0402",P, -,EA,EA,0,13,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50009-00213 , , , , , , , , , , , , , , , , , , ,"487,0.063W,1%,0402",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50009-00240 , , , , , , , , , , , , , , , , , , ,"100,0.063W,5%,0402",P, -,EA,EA,0,9,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50009-00242 , , , , , , , , , , , , , , , , , , ,"4.7K,0.063W,5%,0402",P, -,EA,EA,0,50,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50009-00250 , , , , , , , , , , , , , , , , , , ,"270,0.063W,5%,0402",P, -,EA,EA,0,14,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50009-00272 , , , , , , , , , , , , , , , , , , ,"1K,0.063W,0.1%,0402",P, -,EA,EA,0,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50009-00301 , , , , , , , , , , , , , , , , , , ,"23.7K,0.063W,1%,0402",P, -,EA,EA,0,3,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50009-00303 , , , , , , , , , , , , , , , , , , ,"2.7K,0.063W,1%,0402",P, -,EA,EA,0,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50009-00309 , , , , , , , , , , , , , , , , , , ,"36.5K,0.063W,1%,0402",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50009-00315 , , , , , , , , , , , , , , , , , , ,"4.42K,0.063W,1%,0402",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50010-00026 , , , , , , , , , , , , , , , , , , ,"Ind,1.0uH,0.09ohm,0.8A,1210",P, -,EA,EA,0,8,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50013-00261 , , , , , , , , , , , , , , , , , , ,"PCB HDR,0.2"",2P,RA,TH,Sn",P, -,EA,EA,0,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50013-00283 , , , , , , , , , , , , , , , , , , ,"PCB HDR,10mm,2P,RA,TH,30Au",P, -,EA,EA,0,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50013-00291 , , , , , , , , , , , , , , , , , , ,"SFP Cage Assy,2x2,w/Light pipe",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50013-00306 , , , , , , , , , , , , , , , , , , ,"Pwr RCPT,0.25"",4P,RA,TH,30Au",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50013-00312 , , , , , , , , , , , , , , , , , , ,"PCB HDR,0.1"",1x2P,VRT,TH,30Au",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50013-00339 , , , , , , , , , , , , , , , , , , ,"Shrd HDR,2mm,2x12,VRT,TH,30Au",P, -,EA,EA,0,4,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50013-00385 , , , , , , , , , , , , , , , , , , ,"PCIE EDGE CONN,STRDL,98P",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50013-00386 , , , , , , , , , , , , , , , , , , ,"SATA RCPT,SMD,VRT,7S15P",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50013-00394 , , , , , , , , , , , , , , , , , , ," SATA HDR,1CH,7P,VRT,SMT,15AU",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50017-00035 , , , , , , , , , , , , , , , , , , ,"CMOS,3.3V,40.0MHz,100,5x7P4",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50018-00026 , , , , , , , , , , , , , , , , , , ,"PTC Fuse,6.0A,30V,Rad10",P, -,EA,EA,0,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50018-00028 , , , , , , , , , , , , , , , , , , ,"PTC Fuse,2.5A,16V,Rad5",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50033-00063 , , , , , , , , , , , , , , , , , , ,"3-14.4VDC to .45-5.5VDC,3A,Dig",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50033-00065 , , , , , , , , , , , , , , , , , , ,"3-14.4VDC to .45-5.5VDC,6A,Dig",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,30001-00116-01 , , , , , , , , , , , , , , , , , , , , (CB100SAQ-01),MI,  ,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,40003-00116-01 , , , , , , , , , , , , , , , , , , ,"PCB,CB100SAQ",M, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50002-00085 , , , , , , , , , , , , , , , , , , ,"2:4 CLK DRVR,LVDS,QFN16EP",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50003-00089 , , , , , , , , , , , , , , , , , , ,"I2C EEPROM,2K,1.8-5.5V,SOIC8",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50003-00097 , , , , , , , , , , , , , , , , , , ,"I2C EEPROM,512K,1.8-5.5V,SOIC8",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50004-00237 , , , , , , , , , , , , , , , , , , ,"CYCLONE10,10CL040Y,U484,6",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50004-00238 , , , , , , , , , , , , , , , , , , ,"ARTIX US+,AU20P,FFVB676,1",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50005-00087 , , , , , , , , , , , , , , , , , , ,"3-diode temp sensor,QSOP16",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50005-00206 , , , , , , , , , , , , , , , , , , ,"2.2-20 to 1.2-20VDC,1.5A,SOIC8",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50005-00227 , , , , , , , , , , , , , , , , , , ,"10bit B/D Voltage XLTR,TSSOP24",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50006-00032 , , , , , , , , , , , , , , , , , , ,"LED,VRT,GRN,6.4mcd,0603,150deg",PR, -,EA,EA,0,21,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50007-00024 , , , , , , , , , , , , , , , , , , ,"TVS,12.0V,13.3V,75.3A,SMC403",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50007-00026 , , , , , , , , , , , , , , , , , , ,"nMOSFET,25V,680mA,SOT23-3",P, -,EA,EA,0,3,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50008-00043 , , , , , , , , , , , , , , , , , , ,"0.33uF,16V,X7R,0805,10%",P, -,EA,EA,0,39,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50008-00048 , , , , , , , , , , , , , , , , , , ,"2200pF,16V,X7R,0201,10%",P, -,EA,EA,0,108,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50008-00049 , , , , , , , , , , , , , , , , , , ,"15000pF,10V,X7R,0402,10%",P, -,EA,EA,0,18,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50008-00091 , , , , , , , , , , , , , , , , , , ,"0.1uF,25V,X5R,0603,10%",P, -,EA,EA,0,8,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50008-00095 , , , , , , , , , , , , , , , , , , ,"0.1uF,6.3V,X5R,0201,10%",P, -,EA,EA,0,49,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50008-00098 , , , , , , , , , , , , , , , , , , ,"1.0uF,10V,X5R,0402,10%",P, -,EA,EA,0,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50008-00102 , , , , , , , , , , , , , , , , , , ,"4.7uF,6.3V,X5R,0603,10%",P, -,EA,EA,0,12,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50008-00122 , , , , , , , , , , , , , , , , , , ,"47uF,25V,X5R,1206,20%",P, -,EA,EA,0,14,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50008-00124 , , , , , , , , , , , , , , , , , , ,"22UF,25V,X5R,0805,20%",P, -,EA,EA,0,72,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50008-00126 , , , , , , , , , , , , , , , , , , ,"100UF,6.3V,X5R,0805,20%",P, -,EA,EA,0,21,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50008-00127 , , , , , , , , , , , , , , , , , , ,"10UF,25V,X5R,0805,10%",P, -,EA,EA,0,13,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50009-00133 , , , , , , , , , , , , , , , , , , ,"49.9,0.063W,1%,0402",P, -,EA,EA,0,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50009-00138 , , , , , , , , , , , , , , , , , , ,"0,0.063W,5%,0402",P, -,EA,EA,0,9,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50009-00186 , , , , , , , , , , , , , , , , , , ,"100,0.063W,1%,0402",P, -,EA,EA,0,27,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50009-00206 , , , , , , , , , , , , , , , , , , ,"2K,0.063W,1%,0402",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50009-00213 , , , , , , , , , , , , , , , , , , ,"487,0.063W,1%,0402",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50009-00242 , , , , , , , , , , , , , , , , , , ,"4.7K,0.063W,5%,0402",P, -,EA,EA,0,102,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50009-00250 , , , , , , , , , , , , , , , , , , ,"270,0.063W,5%,0402",P, -,EA,EA,0,41,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50009-00266 , , , , , , , , , , , , , , , , , , ,"10K,0.063W,0.1%,0402",P, -,EA,EA,0,10,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50009-00272 , , , , , , , , , , , , , , , , , , ,"1K,0.063W,0.1%,0402",P, -,EA,EA,0,5,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50009-00292 , , , , , , , , , , , , , , , , , , ,"6.2K,0.063W,1%,0402",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50009-00301 , , , , , , , , , , , , , , , , , , ,"23.7K,0.063W,1%,0402",P, -,EA,EA,0,13,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50009-00309 , , , , , , , , , , , , , , , , , , ,"36.5K,0.063W,1%,0402",P, -,EA,EA,0,8,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50009-00311 , , , , , , , , , , , , , , , , , , ,"200K,0.063W,5%,0402",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50009-00315 , , , , , , , , , , , , , , , , , , ,"4.42K,0.063W,1%,0402",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50009-00319 , , , , , , , , , , , , , , , , , , ,"1.8K,0.063W,1%,0402",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50009-00325 , , , , , , , , , , , , , , , , , , ,"39.2K,0.063W,1%,0402",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50010-00031 , , , , , , , , , , , , , , , , , , ,"Ind,4.7uH,0.088ohm,1.6A,4mmSQ",PR, -,EA,EA,0,19,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50010-00044 , , , , , , , , , , , , , , , , , , ,"FERRITE BEAD,120 OHM,3.0A,0603",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50013-00261 , , , , , , , , , , , , , , , , , , ,"PCB HDR,0.2"",2P,RA,TH,Sn",P, -,EA,EA,0,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50013-00312 , , , , , , , , , , , , , , , , , , ,"PCB HDR,0.1"",1x2P,VRT,TH,30Au",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50013-00339 , , , , , , , , , , , , , , , , , , ,"Shrd HDR,2mm,2x12,VRT,TH,30Au",P, -,EA,EA,0,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50013-00365 , , , , , , , , , , , , , , , , , , ,"zQSFP+,0.8mm,38P,RA,SMT,30Au",PR, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50013-00383 , , , , , , , , , , , , , , , , , , ,"SHRD HDR,2MM,2X25,VRT,TH,30AU",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50017-00050 , , , , , , , , , , , , , , , , , , ,"LVDS,2.5V,250MHz,50,5x7P6",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50017-00076 , , , , , , , , , , , , , , , , , , ,"PECL,2.5V,10-810MHz,31.5,5x7P8",P, -,EA,EA,0,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50018-00026 , , , , , , , , , , , , , , , , , , ,"PTC Fuse,6.0A,30V,Rad10",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50033-00062 , , , , , , , , , , , , , , , , , , ,"3-14.4 to .45-5.5VDC,20A,Dig",P, -,EA,EA,0,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50033-00065 , , , , , , , , , , , , , , , , , , ,"3-14.4VDC to .45-5.5VDC,6A,Dig",P, -,EA,EA,0,5,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50034-00023 , , , , , , , , , , , , , , , , , , ,"SFP+ 2x1 Cage,40P,2mmPFT",P, -,EA,EA,0,4,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50034-00024 , , , , , , , , , , , , , , , , , , ,"QSFP28 CAGE,1X1,NET,PFT",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,30004-00008-00 , , , , , , , , , , , , , , , , , , , ,"C1U FAN ASSEMBLY, HIGH SPEED",M, -,EA,EA,0,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,30001-00056-06 , , , , , , , , , , , , , , , , , , ,"PCA,C1UF,FAN",SI, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , , ,40003-00056-05 , , , , , , , , , , , , , , , , , ,"PCB,C1UF,FAN",P, -,EA,EA,1,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , , ,50003-00089 , , , , , , , , , , , , , , , , , ,"I2C EEPROM,2K,1.8-5.5V,SOIC8",P, -,EA,EA,2,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , , ,50003-00096 , , , , , , , , , , , , , , , , , ,"I2C EEPROM,256K,1.8-5.5V,SOIC8",P, -,EA,EA,3,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , , ,50004-00219 , , , , , , , , , , , , , , , , , ,"Actel,A3P250,FGG144,Std",P, -,EA,EA,4,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , , ,50005-00087 , , , , , , , , , , , , , , , , , ,"3-diode temp sensor,QSOP16",P, -,EA,EA,5,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , , ,50005-00206 , , , , , , , , , , , , , , , , , ,"2.2-20 to 1.2-20VDC,1.5A,SOIC8",P, -,EA,EA,6,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , , ,50006-00033 , , , , , , , , , , , , , , , , , ,"LED,RA,GRN,35.0mcd,0603,130deg",PR, -,EA,EA,7,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , , ,50006-00034 , , , , , , , , , , , , , , , , , ,"LED,RA,RED,54.0mcd,0603,130deg",PR, -,EA,EA,8,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , , ,50007-00024 , , , , , , , , , , , , , , , , , ,"TVS,12.0V,13.3V,75.3A,SMC403",P, -,EA,EA,9,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , , ,50008-00043 , , , , , , , , , , , , , , , , , ,"0.33uF,16V,X7R,0805,10%",P, -,EA,EA,10,2,No ,,,01/01/1900,12/31/2099,
